Protokoll_Display,100,1000,10000,100000,1000000,10000000
coap,225.00,1125.00,11371.00,112988.00,1129016.00,11304600.00
http,1470.00,2371.00,11438.00,102791.00,1005153.33,10019618.33
mqtt_qos0,608.00,1553.00,10619.00,101214.00,1003040.00,10290934.33
mqtt_qos1,610.00,1511.00,10577.00,101084.00,1002492.00,10293584.33
mqtt_qos2,680.00,1603.00,10647.00,101132.00,1002562.00,10438900.00
tcp,504.00,1404.00,10470.00,100976.00,1003792.00,10045133.33
udp,142.00,1042.00,10246.00,,,
