Kombination,100,1000,10000,100000,1000000,10000000
mqtt-qos0,608.00,1553.00,10619.00,101214.00,1003040.00,9774875.00
mqtt-qos1,610.00,1511.00,10577.00,101084.00,1002492.00,9743889.67
mqtt-qos2,680.00,1603.00,10647.00,101132.00,1002562.00,8469391.00
