Protokoll_Display,100,1000,10000,100000,1000000,10000000
coap,62.50,62.50,65.29,65.93,65.99,66.79
http,91.33,91.40,89.88,109.45,78.60,69.74
mqtt_qos0,72.57,72.15,71.44,68.76,67.09,1596.48
mqtt_qos1,72.86,73.00,72.12,69.19,67.36,1483.03
mqtt_qos2,72.50,72.38,71.89,69.31,67.43,2511.80
tcp,67.33,67.33,67.14,66.55,66.14,66.36
udp,42.00,42.00,35.14,,,
