Protokoll_Display,100,1000,10000,100000,1000000,10000000
coap,125.00,125.00,1371.00,12988.00,129016.00,1304600.00
http,1370.00,1371.00,1438.00,2791.00,5153.33,19618.33
mqtt_qos0,508.00,553.00,619.00,1214.00,3040.00,290934.33
mqtt_qos1,510.00,511.00,577.00,1084.00,2492.00,293584.33
mqtt_qos2,580.00,603.00,647.00,1132.00,2562.00,438900.00
tcp,404.00,404.00,470.00,976.00,3792.00,45133.33
udp,42.00,42.00,246.00,,,
