Protokoll_Display,100,1000,10000,100000,1000000,10000000
coap,1.00,1.00,20.00,196.00,1954.00,19532.00
http,1.00,1.00,2.00,11.33,52.00,268.00
mqtt_qos0,3.00,3.00,4.00,13.67,40.67,196.67
mqtt_qos1,3.00,3.00,4.00,11.00,33.00,193.00
mqtt_qos2,4.00,4.00,5.00,12.33,34.00,170.67
tcp,1.00,1.00,2.00,10.67,53.00,677.00
udp,1.00,1.00,1.00,,,
